topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
TNRC18,BCAS3,HCG11,KIF3A,PRKY,ADGRG2,AZGP1,GFM2
C12orf66,PI4KB,CGN,KRBA1,ORC2,C14orf119,BEND3,LMBRD1
PLA2G15,STOM,TRIM9,SEPT14,PKNOX1,CSNK1G3,HSF1,RAB3B
FLJ27354,MPP7,ZNF777,KCNJ6,SCAND2P,WBP11,PRR3,ZNF708
LINC01374,FAM122C,ATP8A2,PLEKHF1,PFKP,RNASEH1-AS1,AC005355.2,ZNF74
METTL2A,MUM1,BTN2A2,ZNF30,NLRC4,SIRT4,CH17-360D5.2,C9orf135
SOCS4,FMNL3,LRRC49,FABP6,RTCB,NTN4,SYPL1,TRIQK
ITGB7,SLC9B2,UBXN7,KDF1,TUSC3,ALDH16A1,MGLL,CPNE1
ARMCX5-GPRASP2,ALDH1A1,CTC-281M20.1,LINC01515,SERPINE1,CLCN2,ATP5B,NDUFA6-AS1
MUL1,SMAD3,C7orf26,RP11-736K20.6,RWDD1,TSPAN17,CCL20,CTD-2288O8.1
GEMIN6,MEI1,ZNRF2,RP11-712L6.5,PTP4A1,CCDC106,EPS15L1,LAP3
ZNF565,TMEM68,TRIM3,ZNF2,TACR1,RPS6KB2,EMB,AK2
SLC27A1,ASXL1,HTR5BP,RP4-614C10.2,ZNF227,TMEM209,FBXO48,JARID2
ADCK5,JMJD1C,CABLES2,TBC1D10A,MRPS9,CTC-444N24.6,LINC00649,NUB1
KIF5B,LPL,RRP1B,FANCE,SEC11A,ZNF569,ZNF586,ZNF839
ADCK1,ZNF135,AC137934.1,PPP1R32,ATP10D,LINC00861,GLRX3,STAU2
HSD17B14,VSIG10,MAP1LC3B2,TDRKH,IPMK,SGMS2,ALDH5A1,R3HDM1
C8orf37-AS1,ERN1,UIMC1,KIAA0895L,PLPP3,NAGK,UBR4,HPF1
ACBD4,EIF3J-AS1,EPHA1-AS1,TTC25,NSD1,CUL7,LLPH,TNFRSF1A
NOMO3,MAP7D2,SLFN12,LINC00539,C15orf39,IPPK,MTDH,FSTL3
KATNB1,LDLRAD2,PIP5K1C,AF064858.8,FABP6,PLPPR2,GPBP1L1,RDH11
RP11-1277A3.2,NHS,MYLK,TPX2,NADSYN1,ZBTB34,EMC10,LIMS2
GBA,SBK1,GYG2P1,CATSPERG,CA8,NMI,FAM208A,ANO8
CATSPER2,NHLRC2,C19orf47,ADAM23,C6orf132,CCDC85C,BACE2,PREP
IRF4,ZNF44,TNK1,TACR1,ZNF44,VCPIP1,TMEM216,ZNF213
LINC00667,TOX,DNMT3B,COQ3,DMD,MEGF11,ZKSCAN5,HSD17B7P2
CPSF3L,LYRM4,RP11-703M24.5,PRELID3A,IMPAD1,CETN3,PCMTD2,SYT17
HSPBP1,NBPF1,AC074117.10,TMEM108,SH3GLB2,DDX51,GOLGA8B,SHOC2
ZBTB49,MIAT,SLC22A5,AK8,LINC00964,ATP6AP1L,MIR503HG,SLC12A7
VPS18,PROX1-AS1,LINC00694,APEX2,SPAG4,LDOC1,FAM208B,TTF2
PITPNM2,RP1-124C6.1,RP11-522B15.3,C9orf66,IFI35,RP11-758H9.2,DMKN,GRIA3
PLA2G4A,CTD-2666L21.1,ST3GAL2,RP3-522D1.1,DPYSL2,E2F5,ZNF738,IFT22
NUS1,LINC00894,RP11-677M14.3,RP11-216B9.6,RAPGEFL1,FBXW7,RP4-665J23.1,SAT1
RP11-127B20.3,SMG1P7,POLH,RP11-120D5.1,CCND3,CPT2,APOH,ARHGEF9
MIAT,UHRF1,CDC6,RP11-656D10.3,PCDH12,TYW3,EHD1,PRKAA1
RAI1,ADAM22,SAMD10,RNF32,NCBP2,CA3,ITK,SRRM1
JAGN1,PLEKHG6,ZNF746,SFRP4,TMEM261,KIF6,PALLD,PCNX2
ANKRD33B,SEMA3B,RAB6B,PCSK2,AP1AR,DYX1C1,SAP130,SCYL2
SPAG1,RSBN1,TYRO3,ZSWIM3,SHROOM3,ZNF213,ETNK2,STX17
SPG7,KAT6A,TMX3,ANO7,JPH2,TXNDC9,TIAM2,STAMBPL1
ZNF81,ITPKC,GSDMC,ZDHHC14,CETN3,MASTL,FRG1BP,DIRC2
EIF2D,FER1L4,C15orf39,ZNF510,PSMC2,LIN7C,ARL14,HADH
DHRS13,PACSIN2,MCM2,APBA1,ZNF75A,TIGD7,TMEM44-AS1,ERP27
SRD5A1,HMOX1,ZNF717,CUBN,TM2D1,RP11-277A4.4,RP11-373N22.3,ADGRG7
NRG1,DOK5,ASB16-AS1,CPSF3L,ZNF691,TXNL4B,C1orf101,ILDR1
RP13-941N14.1,LIPG,C7orf73,SFXN5,ARHGEF40,SGK2,PLCXD3,GFRA3
MAPK3,PBDC1,USP2-AS1,ZKSCAN2,TERF2IP,ACAP3,SYNGAP1,APIP
LRP12,GSPT1,SEMA4F,ZBED8,MACROD2,TRPC6,CSE1L,UPF2
ISG20L2,SH2D4A,MAP3K14-AS1,AC005682.5,PELI3,PSMC2,PCNX4,C4orf19
DTWD1,FKBP8,LAMP3,RP11-396C23.4,TM2D3,TBP,CEP85,PPP4R1
GMDS,AGFG2,FBXW9,ZNF384,WNT7B,HECA,OLA1,ZKSCAN2
GPM6B,COA1,OTOA,XYLT2,NHLRC3,FOXP4,ACKR3,RPL30
ARRDC5,PTGR1,PI4KAP1,PHKA1,GALT,CLPB,CTDSP1,PAXIP1
LMNB2,NPDC1,MON1A,RBBP9,AC009404.2,NIF3L1,SLC17A4,ZNF618
ZNF746,UBTF,MAMSTR,IGDCC4,NCOA4,SSX2IP,WDR17,WDR66
CTC-340A15.2,OCIAD1,LINC01588,BST1,HTR7,ALKBH8,MICALL2,NEK8
SLC24A1,CHKA,MYLK-AS1,LMBR1L,SFXN2,P2RX7,SLC43A2,FAAP20
CPNE5,PHACTR1,PAPSS2,SYT16,CNOT11,RBM15B,MSANTD4,NIPBL
CDKN3,RASGRF2,MYH7B,C19orf47,EPDR1,PLEKHG7,MAP6,DNAAF5
IFT88,TMEM9,TTLL10,ZCCHC24,SRPK1,MTRF1L,SERTAD2,CARD19
RAB11FIP2,ONECUT2,UBL7-AS1,TBC1D16,MXRA5,DNHD1,AL163953.3,SKA3
CRTAM,PROSER1,AES,C10orf35,DNMBP,TMLHE,MAFG-AS1,IKBIP
LAYN,ZNF706,XXYLT1,SLC25A18,CC2D1A,CRIM1,RP11-419I17.1,NEMP1
HIF1AN,SEPT7,HHLA3,KIAA0753,NIPA2,YPEL1,SLC12A2,GPRC5B
IFT74,EMG1,RYR3,RP1-179N16.6,USP6NL,TECPR1,SI,NMD3
STK35,MACF1,C22orf46,RP11-449H3.3,CDYL,CFAP53,CCDC134,AKIRIN1
ALDH1A2,ORMDL1,ANKRD18B,RNF187,FAM81B,LRRCC1,DEK,PQLC2L
C1orf228,COPB1,ZNF566,ZDHHC13,C5orf45,ADCYAP1,PPCS,PNLIP
ICK,GDF15,POLN,TCL6,NIPSNAP3B,FAM86DP,CEP162,LONRF3
DPP3,GFPT2,NLRC4,SEPT7-AS1,GFM1,ZNF674,CYB5R1,KCMF1
CXorf21,RNF122,YARS,LINC00899,PARP14,FAM76B,PAQR3,NAALADL2
SARM1,PTGFRN,PLK4,RP11-803B1.8,CMKLR1,RP11-360L9.4,DYNC1H1,RFX7
GNB1L,ITGA7,ALG14,PRR11,PDE12,ACOT8,RP11-44N21.1,LINC01006
ZNF354B,TTC5,BTC,FOSL2,CLECL1,GSTZ1,CD38,ANXA2
ACRC,GALNT5,ZNF232,KIAA1257,ZNF793,ATG9A,SMARCD1,RRP7BP
NOM1,SLC40A1,ZNF74,C17orf97,TRMT2B,NFATC4,ATP8B4,ROR1
AIFM2,DOPEY2,RABL2A,RRP7A,MDM4,ASB13,PON3,BLM
PHF1,ITGB3BP,FER,AC003991.3,TMEM57,MVK,RPL22,TCAF1
KIF1C,BOC,FAM150A,AF186192.5,RP3-508I15.9,LINC01355,VPS4B,ITPRIPL1
ARFIP1,CBR4,GRIA2,CCND2-AS2,TMEM44-AS1,ERRFI1,TRIP10,SLFN12L
HSPA13,CYP4V2,ZNF805,RP11-734K2.4,TRIM26,RP11-440L14.1,TMEM8A,ZNF337-AS1
FADS3,EIF3M,VPS52,SLC27A2,AL163953.3,BRWD1,CSNK1G2,AC093375.1
SEMA4A,CWF19L2,FOXRED2,RFFL,PGS1,SLC2A14,MED6,AC018647.3
SLC4A10,BANK1,PODNL1,MYH3,HNRNPH3,DMXL2,ANK2,MIR205HG
PELI2,EPHB1,ADAMTS13,C10orf76,MOB1A,PXMP4,SNX30,RP11-356J5.12
RFC5,ATAD2,ZNF471,CHIT1,WLS,PPP2R1B,DMTN,RP11-867G23.8
NOC2L,ADAMTS4,GLUD1P7,CEP55,ARID1A,ZNF283,KBTBD8,RP11-734K2.4
MND1,SPON2,SEPT14,LGR5,BTF3L4,FAM114A2,MELTF,RNF10
ZNF786,VAV2,GOLGA2P5,SORD,STAT4,ANO5,RAD54L2,SLAMF7
C1orf159,DMKN,NRK,HSPA4L,HSPG2,ZNF701,C15orf39,APBA2
KIF21B,ASRGL1,RP13-401N8.1,CNTROB,FMNL3,HMGXB3,IRS1,OPN3
PPP2R5B,DHRS3,APOH,TDRD7,GUCY1A3,LINC01550,DNAJC24,CS
CATSPERB,PHKG1,SMOC1,NT5M,ALDH1A1,SLC37A3,ADGRG2,SEL1L
SLC41A1,CRYL1,GAA,LTB4R,PTCHD1,N6AMT1,FAM216A,XAB2
ATP6V0E2,TMEM182,IQCH,WHAMMP2,MS4A8,DHX37,ZEB1-AS1,PGM1
CEACAM4,PDE3A,TOR1A,CH17-472G23.4,FIBP,ETV6,RP11-147L13.2,TNFSF13B
CTD-3131K8.2,NET1,LINC00861,KIF3C,HPSE,PIGB,CTD-2547G23.4,SQLE
ZNF578,LPCAT4,ZNF783,CTU1,PARP10,DIRAS2,CNTN1,P2RX1
TBC1D13,NAALADL2,KCTD15,TIGD5,ANKRD20A5P,IKZF4,NEMF,FOXM1
ZMAT1,ERBB4,NEIL1,TNPO1,TRPV2,CH17-472G23.2,AC079779.5,TBC1D30
C19orf52,CAPS2,DNAJC27,IKZF4,RP11-112J3.16,HECTD3,RP11-18H7.1,FN1
ZNF441,ZBTB20,RP11-23E10.3,TBC1D8B,TRABD2B,BDH1,TBXA2R,PPP1R7
C2orf47,CREB3L2,RP11-597D13.9,CHL1,APBB1IP,ZNF561,GNA11,SCAMP3
OTUD7B,KIRREL,RP1-179N16.6,GPR161,AARS,PTPDC1,CLUAP1,FAM78A
IL33,BTN3A2,SMG1P4,DVL3,C14orf105,SRP54-AS1,CUBN,ADGRE2
SNIP1,LHFPL3,RAB14,KIF15,ERICH1,CSNK1G1,EXPH5,WDFY4
COQ8B,ZFP69,ADCY10P1,XXYLT1,ERLIN1,LIG1,RNGTT,SLCO5A1
MFSD4A,PTAR1,RP4-734P14.4,PDE12,P3H3,SUSD4,RNF8,ERBB2
ANKDD1A,FAM78B,NOX1,C12orf60,PRPF4B,CATSPERG,PRLR,GPA33
ZNF790-AS1,ZNF124,XYLT2,NDOR1,NUP155,CLCN7,SGK1,IRAK1BP1
P2RX1,TPK1,SPC25,FBXO48,LMAN2L,GPN1,AFTPH,TACC1
RAB8A,ZNF98,MED18,AF131217.1,GDA,RAB3C,HNRNPR,FRG1BP
CBLL1,CHSY3,DENND4A,RP11-196G11.2,GPR68,SLC16A12,ECSIT,CXADR
CENPF,C6orf89,RP5-994D16.12,FUT8,LRAT,METTL4,NR1H2,MAPK13
C4orf33,CARD16,LINC01608,VNN3,RAB9A,MAP4K2,NDUFA2,MAGOH
ZNF79,SPIRE2,TMEM40,PPP1R14C,IL6,ZNF317,SORL1,HFM1
AGAP2,CYP2D7,SCAND2P,PIK3C3,TARS2,ZKSCAN5,PFKM,AIM2
DNASE1L3,ZNF888,RP3-399L15.3,TLL2,ARFGAP2,STXBP3,CD8A,ERMAP
GON4L,AC015987.1,PTCD2,PTPN12,OTOA,RP11-673E1.1,EPB41,IQUB
MED6,RP11-10A14.5,ZNF574,PIFO,BUB1B,NEB,CLIC6,CEL
LZTFL1,RP11-356J5.12,ARL9,ALOX15B,PGRMC2,C5orf64,NIPBL,BANP
TMEM38B,BRK1,ISL1,EDARADD,C9orf64,RAB29,CYP2S1,MFSD4A
DDX21,AP006621.5,GTPBP2,DNA2,CHST11,SEC24B-AS1,C20orf196,EPM2AIP1
NEMP2,LINC00944,PIPOX,ASXL1,P2RY6,THAP2,ZDHHC21,GAK
NLRC4,SRSF8,ZNF316,ZKSCAN3,PRSS36,GPR176,F2R,FUCA1
FHAD1,SRGAP2,PRPS2,DGUOK-AS1,TSHZ2,ZNF169,EWSR1,PYCR1
INTS1,AC006273.5,PI16,FAM83D,GNL1,GID4,ANKRD20A5P,PBX1
SLC29A3,RP5-1159O4.1,ZDHHC16,KDELC1,RP11-441O15.3,SUZ12,ZNF254,TOMM7
PM20D2,MAP3K9,GRK5,A1CF,RP4-665J23.1,WTIP,LINC00939,CALM1
MYPOP,ZBTB32,AC093818.1,RPS6KL1,CKMT2-AS1,HKDC1,AKT2,DLGAP4-AS1
CLDN12,IARS2,WASF1,LINC00694,ATP13A3,RP11-18H7.1,PZP,RP11-588G21.2
FAM43A,PDE8A,GPD1L,RP11-305L7.3,USF1,MRPL58,RRP8,RP11-440L14.1
RALGPS1,NTSR1,ZNF200,RP11-182J1.12,WDR5,GYG1,RRM2,UXT-AS1
DCP1B,RNF24,TRIM65,CTD-2288F12.1,DEPDC1,SORBS1,GPR132,NOX1
PRKCD,SQLE,RIOK1,PI4KAP1,SLC25A40,PDXDC2P,PAX5,TTC7A
PUS7,UCHL5,CTC-459F4.3,ZNF300,TBC1D2,LHFPL4,STKLD1,WDR1
TRIOBP,ARL1,PHKG1,NKX3-1,PON3,AC098617.1,UBXN2B,WHRN
NT5E,COL5A1,SP4,GSTM2,BST1,PPP5D1,AK2,PQBP1
B9D1,MDFIC,FAHD2B,CETP,KLHL5,TCHP,EHD3,ASF1B
KCTD10,AOAH,C12orf66,USB1,ZAP70,CEP120,CDON,LSR
ZNF189,KLC4,RP11-110G21.1,ZNF92,FBXW2,GSKIP,IKBKB,NMRK1
ATF1,PELI2,KTN1-AS1,NCAPG2,PLEKHG3,PMPCA,MEST,SUSD1
B3GLCT,CABLES2,RP11-867G2.8,C18orf54,ZNF185,EHMT2,GALNT18,ERLIN1
RP11-266L9.4,SCAF4,BTRC,ZBTB38,PLA2R1,RPL39L,DDX6,MED13
NUDT13,RDH13,TAF13,LEKR1,ABCF3,TRMU,MAGOHB,SERINC1
MCPH1-AS1,STK36,CTD-2547G23.4,TOP1,CMPK1,SFRP4,ENY2,LDAH
KLHL25,CCDC178,DNAH1,TMEM170B,SMAD1,RP11-43F13.1,NR4A1,C4BPA
MCM2,ZNF439,GUCY1A3,FAM66C,NCMAP,ST18,ARPP19,ZNF341
SPESP1,MIR31HG,SYT16,RP11-79N23.1,CYP2R1,CYB5R4,IRF4,ZSWIM4
ERMARD,OTOP3,SCUBE2,SNHG18,RP1-234P15.4,FLG-AS1,DIRC2,DSG3
ODF2L,ZDHHC23,N4BP2,RP5-1024C24.1,AC156455.1,DNAJC28,N4BP2L1,ATIC
RCCD1,SEPT10,ZNF283,RP11-387H17.4,CYFIP1,ZNF563,ANKRD22,HNRNPU
THBS4,SLC9A6,RUNDC3B,SCHLAP1,CETP,EIF2D,NMRAL1,CLEC12A
ZNF554,GS1-24F4.2,RNF32,LYSMD4,DHX40,ATG16L2,ZFAND3,PRPF8
AC093609.1,IFNG-AS1,PIGB,BMP8A,CD2,VPS45,IKBIP,FKBP9P1
RP11-1000B6.8,GATA6-AS1,FAM175A,MYO18A,RBMS3,INTS6L,PPP1R14D,LCORL
RABIF,RP11-900F13.3,TSTD2,NOTCH3,DDR2,ZNF341,MARS,ZDHHC17
SERPINB9P1,TEAD3,TMLHE,PCM1,QSOX2,MFSD4B,NUDT4,SUMO2
PDIK1L,ANGEL1,CCDC88B,FOXRED2,ANKDD1A,RP11-539L10.3,FCRL6,SPATS2L
WIPF3,ISL1,PLEKHG2,ARHGEF19,HEXIM2,IQUB,PDE4B,STKLD1
MSL1,TESK2,ARHGEF3,GSDMC,ZNF354B,PMS2P1,ZNF793,LINC00963
PPP1R3F,ACACB,ESR2,ZNF214,TDRP,ATE1-AS1,FAM78B,COX19
FAM20C,ESF1,PHF8,MIPOL1,RP11-465N4.4,HIPK2,ZNF649,PXN-AS1
NEIL1,SEMA6A,CELSR3-AS1,BEND6,SMC5-AS1,CCDC26,PSMD6-AS2,RP1-78O14.1
ZKSCAN5,MISP,LRRN2,ZNF230,EIF1B-AS1,MCM7,RP11-420A23.1,CERS3-AS1
PGM2L1,GGT5,FAM81B,FBXO27,ZFX,PDP1,TEAD3,IYD
RP11-374M1.2,TPTEP1,IQCK,ZNF471,ANGEL1,TSHZ2,TNFRSF1B,BTK
RSAD2,YY1,TTLL6,RP11-10C24.3,MNAT1,VCPKMT,ZFR,BOD1L1
CLCN5,PLTP,RP11-267M23.4,MFAP3,DERA,GINS1,ACSL4,DTNBP1
ASNSD1,SLC7A5,ADAMTS7,ZNF268,BOD1L1,OGFOD1,PHF19,LETMD1
SMARCA2,NOD1,GS1-114I9.3,TRIM3,TGFBR3,RP11-497E19.1,ERBB2,GSDMB
EOMES,PHF14,TNNI1,PLEKHH1,ADGRL1,ATAD3C,TAMM41,DHRS9
SCYL3,SLC1A1,BARX2,SLC4A4,GSDMB,ATG2A,PBXIP1,DLG3
CFAP44,WSB1,PBXIP1,MED9,TSG101,ZUFSP,RTKN2,EIF3I
AC005537.2,NMU,RP11-430B1.2,FAM167A,AAMDC,RNF32,SH3D21,NFX1
TRAF1,RAPGEF2,KIF15,CDCA4,CECR1,USP31,CAPN10-AS1,ZW10
USP5,HECA,FAM89A,CLEC12A,APOL1,PCTP,ZNF532,P2RX7
FAM173B,RGS4,ILF3-AS1,TNK1,CHD8,PUM1,CDC7,GPATCH2L
CTD-2302E22.6,MTRF1,ETFBKMT,OVOS2,GDPD3,MEX3D,ZDHHC2,CCDC80
KIF5C,BCAS4,SEC31B,NPIPA1,NME4,CA5BP1,EVA1A,CBX7
ELF2,SPDEF,FSD1,KTN1-AS1,PIH1D1,MAP3K3,GTF2F1,C14orf93
ZNF341,MIF4GD,RP11-443B7.1,ZNF70,LSR,NLRC3,BMP2,CDADC1
MRAS,IFI6,ESYT1,MMP17,TRIM14,HNF4A,EFHB,ZNF574
LHFPL2,PNKD,C4BPA,CPEB1,GATA3,DTX2P1-UPK3BP1-PMS2P11,ZNF691,ZC3HAV1
ASB14,VPS13C,ATP6V1E2,RP4-559A3.7,CCSER2,TBL2,KLK4,AKNA
FANCB,NGDN,NCOA6,ZNF578,CCDC6,ZBED4,PRKCE,GLIS3
GIGYF2,RTN4IP1,DHODH,NPHP1,GOLT1B,XPO6,SYNPO,CCDC47
FAAH2,UBA1,SH3TC1,ZNF837,ERGIC1,WDR17,C12orf66,MADD
RP11-11N9.4,RAF1,USP38,FLJ40194,SSR3,INPP4A,ZHX2,ITGA4
SLC37A1,DAP3,EDNRB,LINC00654,IL18R1,FAM207A,ZNF546,ENY2
ABCB8,NARS,C9orf135,NCAPH,PRRX1,EMC8,NCOR2,SCPEP1
ESR2,CCDC146,CCDC170,NPAS3,ABCC10,LRIG1,CLIC1,SPOP
GPR180,GCC2,GABPB2,GDPD1,UNK,SLC35B4,AC046143.3,FLT3
GLG1,DNAJC1,CORIN,ZNF596,SERINC3,SLC25A40,ZNF331,RBPJL
BHLHE40-AS1,APTX,RAB3C,ESRRA,DCLK1,CHRNB1,SCCPDH,CNOT1
ZNF432,CYP1B1,KCTD13,MEX3D,CNDP2,GDPD5,TEX9,ILF3
PRKAB2,WDR45B,RP11-539L10.3,FAM227A,IMP4,GDPD1,B3GNT7,DAD1
KIF3C,COL6A2,RP11-145A3.1,SLC22A5,TAF4B,ZBTB11,RP11-231C14.4,CCDC59
SNRNP48,ETAA1,C17orf67,LINC00632,WDTC1,FNDC4,ST6GALNAC3,RNF121
FLJ40194,NKD2,LRP12,RP11-231P20.2,CABLES2,ACAT2,HLA-DQA1,COPS3
YKT6,SYBU,LL0XNC01-237H1.2,AC022182.1,TNIK,EP400NL,MYO5A,PTPN7
RUFY2,FAM173B,IQCH-AS1,TELO2,PSD3,SYP,TCTN1,RNF175
CHMP6,TMEM45B,RP4-613B23.5,PCOLCE2,ZC3H18,SPATA24,RP11-631N16.2,PHIP
PMS2P4,MARVELD2,PFKM,ZNF284,NEK10,ZNF583,CTA-363E6.2,CEP78
RNASEH1-AS1,MERTK,BRD3,SLC35F1,CD8B,EDN1,RP11-266L9.4,THRB
ADAM23,CDK19,COCH,SLC6A9,RNF41,ZNF441,GPM6B,ZFYVE27
SLC4A8,MICU3,ERMAP,RP6-65G23.3,FAM89A,MRAS,DKK3,ADAMTS13
METAP1D,SSBP3,RP4-545C24.1,TRIM62,HSF1,TRPV1,DDX18,C1orf106
ABCF3,TMED4,SMN1,PRADC1,KLHL32,SPNS3,CEP128,ARHGEF3
EHMT2,GPSM1,CCT6B,SYTL1,ARHGAP11B,RBBP9,LRP2BP,PSIP1
TAPT1-AS1,NBEAL2,RP1-261D10.2,CCDC88B,CTD-3088G3.8,ZNF451,FHL5,RNF183
PARP2,SLAMF6,MTMR6,CA5BP1,ZNF418,CTA-204B4.2,ICE2,PRKCB
MFSD4B,SLC6A20,ADNP,EFCAB6,SPIRE2,APAF1,EVI5L,TSPAN5
E2F5,YEATS2,MALAT1,SLX4,ITGA1,ZNF132,GDF7,AGPAT2
RP11-656D10.3,LSM6,LNX2,ANXA4,XXbac-BPG55C20.7,USP5,GSDMC,LONRF2
BIN3,TNFRSF11B,ACOX2,GTF2H2B,RP11-390F4.3,GNPDA2,ZFYVE9,ZNF16
BTK,SUN1,RP1-27O5.3,RP11-486O12.2,LINC00894,TMEM51-AS1,SGPP2,ZNF439
PRDM11,ABCA1,GAS2,RP11-138I17.1,AC017060.1,MPI,RAD21,ANKRD13D
GDPD1,NUDT21,PEX3,LINC01609,PVT1,CCDC88B,DIS3L,CCS
CSF1,ZNF641,LINC01569,RP11-750H9.5,EIF3A,RP11-412D9.4,RXFP1,USF3
AZIN2,SF1,TSR1,CRLF1,SH2B3,CTD-2260A17.2,EP400NL,EFCAB5
CERS5,ZNF318,GABPB1-AS1,HGF,PDE4D,HEATR6,C2orf72,GCNT4
ZNF618,STARD5,CTD-2319I12.4,RNF10,DNAJC1,ZSCAN23,RP11-72M17.1,SRRM3
DALRD3,PSMD2,ATP8B3,HOXA3,TDG,PHKG2,FAM214B,SETD2
TCTN1,RMI2,DBF4B,ZBTB24,ILF2,PIFO,COL17A1,TMPRSS2
WDR61,CTC1,SCHLAP1,FAM189A2,FBLN7,EIF4E,CDKN1B,SLC38A3
ATAD5,TMEM132C,BEND7,USP44,ETS2,ZNF519,GNA13,NELFB
GRAP,SGSH,RP11-291L22.9,EIF2S3L,RNF183,GGA2,COPB1,C6orf222
DHX33,KLHL25,CSNK1G3,ZNF865,TRAPPC2,PITPNM3,IRAK1BP1,FLNA
H2AFY2,LRCH3,IL1RL2,TMEM40,SLC45A4,DUSP14,DST,PRIM1
CTD-2666L21.1,ANKDD1B,ZDHHC8,SLC52A3,MPHOSPH9,SPDYE16,C10orf35,RPS6KL1
CCDC152,HMGB1,TUBBP5,ALDH5A1,KLHL20,SLC22A4,KLHL15,SREBF2
MTBP,SULT1A1,NARS2,LRRC29,POLRMT,MED12,PIWIL2,ATP6V0E2-AS1
ZNF45,HRH1,ZDHHC18,KNL1,BIK,ZNF418,C5orf49,CYS1
TCEA2,PARVA,RFC5,RAP1GDS1,KLHDC4,PLBD1-AS1,AC009404.2,SEC14L6
STAC3,FOXJ3,ZNF385C,ITGB7,PTOV1,ETNK1,UHRF1,ZMIZ1-AS1
LINC00504,CLIC1,LINC00964,BAHD1,DNAH11,ALDH3B1,NUP160,LINC00885
ZNF561,GOLGA2P7,CENPJ,DGKQ,CAP2,KIF23,ABCC9,PATL2
BTBD19,DHFR,RNF217-AS1,CPLX2,HS6ST1,PDCD2L,FAP,PROX1-AS1
KAT14,LINC01426,GTF3C4,TYSND1,TBX19,SDC3,PPP1R13B,AF131217.1
BTBD8,RASSF8-AS1,NIFK-AS1,SDR42E2,MAPK13,MRM3,CAV1,GS1-124K5.4
COL23A1,RP11-11N9.4,ZNF526,C9orf152,TMCO4,FGGY,FAM20A,GS1-24F4.2
IL7,WHAMMP2,RP11-121M22.1,ZNF316,IFI16,SBSPON,DSE,UBL7-AS1
FANCD2,CUX1,KIFC1,RP11-441O15.3,CASC4,TSNAXIP1,KPNA1,LINC00504
RYR1,CTC-260E6.6,ZNF774,FSIP2-AS1,ARL6IP6,PTPRH,MAPKAPK3,MRC1
ZSCAN16-AS1,SNX11,PQLC2,AC010127.3,PARD6G,SPATA18,MARC2,MMP25-AS1
PTPN11,LETMD1,ABCC6P1,RP11-597D13.9,KRBA2,SNX29,PSD4,RP11-473M20.9
PAXIP1,RNF126,RPL28,MIR3142HG,COPS8,ZBTB25,MLLT1,LINC00909
TSC22D1,CHFR,DEPDC1,RNF216,COX20,HERC1,SOX5,CTC-459F4.3
SNED1,AAAS,MED12L,RAD51,SRSF8,MEMO1,EXOC6,CTD-2192J16.20
ZNF771,LRRC74A,PCOLCE2,CCND3,SALL4,PUS7,APH1B,RP11-102N12.3
BAHD1,ZDHHC2,FCHO1,LRRC47,SLC16A10,MIR17HG,PGAP2,CH17-360D5.2
ZNF613,LGALS8,DVL2,TRIM45,F2R,MELTF,HIKESHI,CD9
DNAJA4,DNMT3A,ZADH2,PRTG,RP11-513I15.6,RRP7BP,DIP2C,GCLM
OBSCN,MBD4,LINC01125,FAM57A,AP006621.5,SLC31A1,ABCA10,INPP4A
SGSM1,ACTN4,ING1,WT1,ZNF595,ZNF45,PLEKHA7,PHKA2
DDX11,ACSS2,FAM184B,RP11-18H7.1,CH17-360D5.2,RP11-734K2.4,ZNF600,FAM3A
CENPA,DNAJC13,LINC01290,CFTR,ARID4A,RBM45,TRAPPC2,UBE2A
ERCC2,FAM126B,RP11-231P20.2,HEBP2,NFATC3,CARD6,ADAM32,PAFAH1B3
PATL1,DHRS13,LINC01024,ZNF500,ITGB5,DIS3,IGHD,RSBN1
COQ7,MGAT5B,CAD,FGF1,CLIP2,FBXW2,NBPF1,OSGEP
SPATA6,C1orf127,CTD-2013N24.2,CCDC93,TBC1D9,C15orf57,RP11-528G1.2,CYTH4
ZNF3,MAML3,RP11-74J13.8,PLD2,GNB3,RTN2,AC078941.1,PROCR
USP49,SGMS1,CLDN16,FAM60A,FANCL,C11orf84,AC007563.5,FNDC3A
MYO7A,FXYD7,RUSC2,PIH1D2,FAM35A,VANGL1,SLC25A43,SLC25A15
GTF2E1,DIRC3,BTN2A3P,EGFLAM,WDR60,RP1-261D10.2,GMIP,TJP3
CHIT1,RP11-244M2.1,KIAA2026,DEUP1,DCTD,PKD1,PRELID3B,SFRP4
CERKL,RP11-399K21.11,ZNF425,PAPPA,AOAH,PHF7,PPM1H,BAG1
MOXD1,CYBA,UBQLN2,ZNF385C,PTPRF,C8orf4,PEX2,SLAIN2
ENPP5,COL17A1,ABCA17P,ARL9,DCAF1,PRKG2,TEF,WNT5B
ZFP69,FAM107B,SRRD,PAPSS2,CFAP221,C7orf73,SDR16C5,VNN2
APOH,PMS2P4,NFIA,MTCP1,FYCO1,ZNF876P,ANKRD13A,RAB3GAP1
SLC26A11,SMG6,KB-1562D12.1,RP11-310E22.5,KIAA1462,HOMEZ,ATG16L1,CTBS
